endpoint	dataset	graph
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vodanadiseases
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vodanakenya
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vodanamflcode
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vodananigeria
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vodanauganda
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vrd
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vsao
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vso
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vt
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/vto
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wb-bt
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wb-ls
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wb-phenotype
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wc
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wear
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/weave
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wetaxtopics
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wikipathways
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wsio
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/wweca
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/xao
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/xco
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/xeo
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/xlmod
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/xpo
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/xref-funder-reg
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/zea
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/zfa
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/zonmw-admin-md
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/zonmw-content
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/zonmw-generic
bioportal	bioportal	http://rdf.integbio.jp/dataset/bioportal/zp
covid	uniprot-covid	https://covid-19-sparql.expasy.org/uniprot
covid	kg-covid-19	http://kg-hub.berkeleybop.io/kg-covid-19
covid	pheknowlator	https://github.com/callahantiff/PheKnowLator/Full-OWL-KG
covid	pheknowlator	https://github.com/callahantiff/PheKnowLator/OWL-NETS-KG
ddbj	ddbj	http://rdfportal.org/dataset/ddbj
ebi	biosample	http://rdf.ebi.ac.uk/dataset/biosamples
ebi	biomodels	http://rdf.ebi.ac.uk/dataset/biomodels
ebi	chembl	http://rdf.ebi.ac.uk/dataset/chembl
ebi	expressionatlas	http://rdf.ebi.ac.uk/dataset/expressionatlas
ebi	chebi	http://rdf.ebi.ac.uk/dataset/chebi
ebi	reactome	http://rdf.ebi.ac.uk/dataset/reactome
ebi	ensembl	http://rdfportal.org/dataset/ensembl
ebi	ensembl_grch37	http://rdfportal.org/dataset/ensembl_grch37
ebi	ensembl_grch38	http://rdfportal.org/dataset/ensembl_grch38
ebi	gwas-catalog	http://rdf.ebi.ac.uk/dataset/gwas_catalog
kero	kero	http://rdfportal.org/dataset/kero/Cancer_Cell_Line
kero	kero	http://kero.hgc.jp/ontology/kero.owl
ncbi	pubmed	http://rdfportal.org/dataset/pubmed
ncbi	pubtator	http://rdfportal.org/dataset/pubtator_central
ncbi	clinvar	http://rdfportal.org/dataset/clinvar
ncbi	medgen	http://rdfportal.org/dataset/medgen
ncbi	nlm-catalog	http://rdfportal.org/dataset/nlm_catalog
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2023
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2022
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2021
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2020
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2019
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2018
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2017
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2016
ncbi	mesh-history	http://id.nlm.nih.gov/mesh/2015
ncbi	biosampleplus	http://rdfportal.org/dataset/biosampleplus/accessions
ncbi	biosampleplus	http://rdfportal.org/dataset/biosampleplus/biosample
ncbi	biosampleplus	http://rdfportal.org/dataset/biosampleplus/biosampleplus
ncbi	biosampleplus	http://rdfportal.org/dataset/biosampleplus/experiment
pdbj	pdbj	http://rdfportal.org/dataset/pdbj
pdbj	pdbj	http://rdf.wwpdb.org/schema/pdbx-v50.owl
pdbj	bmrb	http://bmrbpub.protein.osaka-u.ac.jp/rdf/bmr
pdbj	bmrb	http://bmrbpub.protein.osaka-u.ac.jp/rdf/bms
pdbj	bmrb	http://bmrbpub.protein.osaka-u.ac.jp/schema/mmcifmr-star.owl
primary	disgenet	http://rdfportal.org/dataset/disgenet
primary	famsbase	http://fams.bio.chuo-u.ac.jp/GPCR/rdf/
primary	famsbase	http://fams.bio.chuo-u.ac.jp/ontology/
primary	ggdonto	http://jcggdb.jp/rdf/diseases/ggdonto
primary	ggdonto	http://jcggdb.jp/rdf/diseases/ggdonto-schema.rdf
primary	glycoepitope	http://rdf.glycoinfo.org/glycoepitope
primary	glycoepitope	http://www.glycoepitope.jp/epitopes/glycoepitope.owl
primary	glytoucan	http://rdf.glycoinfo.org/glytoucan
primary	glytoucan	http://www.glytoucan.org/glyco/owl/glytoucan
primary	hgnc	http://rdfportal.org/dataset/hgnc
primary	homologene	http://rdfportal.org/dataset/homologene
primary	dbcatalog	http://rdfportal.org/dataset/dbcatalog/main
primary	dbcatalog	http://rdfportal.org/dataset/dbcatalog/tag
primary	jpost	http://jpost.org/graph/database
primary	jpost	http://rdf.jpostdb.org/ontology/jpost.owl
primary	knapsack	http://purl.jp/knapsack/
primary	ligandbox	http://purl.jp/bio/5/ligandbox/
primary	ligandbox	http://rdfportal.org/rdf/download/liganbox/2021-05-25/ontology-1/ligandbox.owl
primary	icgc	http://icgc.link/release_20
primary	mbgd	http://mbgd.genome.ad.jp/rdf/resource/default
primary	mbgd	http://mbgd.genome.ad.jp/rdf/resource/gene
primary	mbgd	http://mbgd.genome.ad.jp/rdf/resource/organism
primary	mbgd	http://mbgd.genome.ad.jp/rdf/resource/nucseq
primary	mbgd	http://mbgd.genome.ad.jp/rdf/resource/xref_uniprot
primary	mbgd	http://purl.jp/bio/11/orth
primary	mbgd	http://purl.jp/bio/11/mbgd
primary	xsearch_jcm_brso	http://metadb.riken.jp/db/xsearch_jcm_brso
primary	nando	http://nanbyodata.jp/ontology/nando
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/main
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/inchi
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/smiles
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/link2jglobal
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/mwmf
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/link2jglobal_basedon_unichem
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/link2jglobal_basedon_pubchem
primary	nikkaji	http://rdfportal.org/dataset/nikkaji/core
primary	nbrc	http://purl.jp/bio/103/nite/culture/
primary	mnadd	http://purl.jp/bio/18/nadd/
primary	open-tggates	http://rdfportal.org/dataset/open-tggates
primary	paconto	http://jcggdb.jp/rdf/diseases/paconto
primary	paconto	http://jcggdb.jp/rdf/diseases/paconto-schema.rdf
primary	pgdbj	http://pgdbj.jp/od/
primary	pgdbj	http://purl.jp/bio/11/orth#
primary	polyinfo	http://rdfportal.org/dataset/polyinfo
primary	pubcasefinder	https://pubcasefinder.dbcls.jp/rdf
primary	quanto	http://purl.jp/bio/01/quanto/ontology/sos#
primary	quanto	http://quanto.dbcls.jp
primary	refex	http://purl.jp/bio/01/refexo
primary	refex	http://refex.dbcls.jp/rdf/fantom5
primary	refex	http://refex.dbcls.jp/rdf/genechip
primary	ssbd	http://metadb.riken.jp/db/SSBD
primary	wurcs	http://rdf.glycoinfo.org/wurcs/0.5.1
primary	wurcs	http://rdf.glycoinfo.org/wurcs/ms/0.2
primary	wurcs	http://rdf.glycoinfo.org/wurcs/seq/0.3
primary	ontology	http://rdfportal.org/ontology/cl
primary	ontology	http://rdfportal.org/ontology/clo
primary	ontology	http://rdfportal.org/ontology/cmo
primary	ontology	http://rdfportal.org/ontology/dcelements
primary	ontology	http://rdfportal.org/ontology/dcterms
primary	ontology	http://rdfportal.org/ontology/eco
primary	ontology	http://rdfportal.org/ontology/edam
primary	ontology	http://rdfportal.org/ontology/efo
primary	ontology	http://rdfportal.org/ontology/faldo
primary	ontology	http://rdfportal.org/ontology/fma
primary	ontology	http://rdfportal.org/ontology/foaf
primary	ontology	http://rdfportal.org/ontology/glycordf
primary	ontology	http://rdfportal.org/ontology/go
primary	ontology	http://purl.jp/bio/11/goa
primary	ontology	http://rdfportal.org/ontology/hp
primary	ontology	http://rdfportal.org/ontology/meo
primary	ontology	http://id.nlm.nih.gov/mesh
primary	ontology	http://id.nlm.nih.gov/mesh/vocab
primary	ontology	http://id.nlm.nih.gov/mesh/void
primary	ontology	http://rdfportal.org/ontology/mmo
primary	ontology	http://rdfportal.org/ontology/mondo
primary	ontology	http://rdfportal.org/ontology/nucleotide
primary	ontology	http://rdfportal.org/ontology/orth
primary	ontology	http://rdfportal.org/ontology/owl
primary	ontology	http://rdfportal.org/ontology/pav
primary	ontology	http://rdfportal.org/ontology/piero
primary	ontology	http://rdfportal.org/ontology/po
primary	ontology	http://rdfportal.org/ontology/pro-reasoned
primary	ontology	http://rdfportal.org/ontology/pro
primary	ontology	http://rdfportal.org/ontology/prov-o
primary	ontology	http://rdfportal.org/ontology/qudt
primary	ontology	http://rdfportal.org/ontology/rdf
primary	ontology	http://rdfportal.org/ontology/rdfs
primary	ontology	http://rdfportal.org/ontology/sio
primary	ontology	http://rdfportal.org/ontology/skos
primary	ontology	http://rdfportal.org/ontology/so
primary	ontology	http://rdfportal.org/ontology/taxonomy
primary	ontology	http://rdfportal.org/ontology/uberon
primary	ontology	http://rdfportal.org/ontology/uo
primary	ontology	http://rdfportal.org/ontology/void
primary	ontology	http://rdfportal.org/ontology/xco
primary	naro_genebank	http://rdfportal.org/dataset/naro_genebank
proteinatlas	proteinatlas	http://www.proteinatlas.org/about/nanopubs/others
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/anatomy
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/author
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/bioassay
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/book
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/cell
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/compound
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/concept
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/conserveddomain
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/cooccurrence
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/descriptor/compound
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/descriptor/substance
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/disease
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/endpoint
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/gene
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/grant
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/journal
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/measuregroup
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/organization
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/patent
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/pathway
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/protein
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/reference
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/source
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/substance
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/synonym
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/taxonomy
pubchem	pubchem	http://rdf.ncbi.nlm.nih.gov/pubchem/void
sib	bgee	http://bgee.org
sib	nextprot	http://rdfportal.org/dataset/nextprot
sib	rhea	http://rdfportal.org/dataset/rhea
sib	uniprot	http://sparql.uniprot.org/citationmapping
sib	uniprot	http://sparql.uniprot.org/citations
sib	uniprot	http://sparql.uniprot.org/core
sib	uniprot	http://sparql.uniprot.org/databases
sib	uniprot	http://sparql.uniprot.org/diseases
sib	uniprot	http://sparql.uniprot.org/enzyme
sib	uniprot	http://sparql.uniprot.org/go
sib	uniprot	http://sparql.uniprot.org/journal
sib	uniprot	http://sparql.uniprot.org/keywords
sib	uniprot	http://sparql.uniprot.org/locations
sib	uniprot	http://sparql.uniprot.org/pathways
sib	uniprot	http://sparql.uniprot.org/proteomes
sib	uniprot	http://sparql.uniprot.org/taxonomy
sib	uniprot	http://sparql.uniprot.org/tissues
sib	uniprot	http://sparql.uniprot.org/obsolete
sib	uniprot	http://sparql.uniprot.org/uniprot
sib	uniprot	https://sparql.uniprot.org/.well-known/void
wikidata	wikidata	http://rdfportal.org/dataset/wikidata
